date,title,body
2006-09-12,jigブラウザver7.2.1リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.2.1となっております。
DoCoMoの方はバージョンアップを、auの方は再ダウンロードをお願いします。
【DoCoMo 902i/901i/900iシリーズ/F702iD、au】
・外部メモリーにjigletを保存した時、アプリが起動できなくなることがある不具合を修正（DoCoMoのみ）
・お気に入りの削除時、確認メッセージを表示するように修正"
2006-09-13,Edy決済サービス臨時メンテナンスのお知らせ,10/4(水)2:00～7:00、Edyサーバ臨時メンテナンスのため、Edy決済がご利用いただけません。ご迷惑をおかけ致しますが、宜しくお願い申し上げます。
2006-09-14,jigブラウザver7.2.2リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.2.2となっております。 
WILLCOMの方は再ダウンロードをお願いします。
※再ダウンロードは、http://br.jig.jp/よりできます。
【WILLCOM W-ZERO3シリーズ】
・jigブラウザから内蔵ブラウザを正常に起動できない不具合を修正
・90度回転を利用時、画面のレイアウトが崩れる不具合を修正
・タスク切替時、正常に画面更新が行われない不具合を修正
・ソフトキーに反応しないことがある不具合を修正
・お気に入りの削除時、確認メッセージを表示するように修正"
2006-09-16,お客様番号の末尾が1022のお客様へ,お客様番号の末尾が1022のお客様へ。9/16(土)21:08～21:19、ハードウェア障害によりご利用いただけない状況となっておりました。大変申し訳ありません。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2006-09-17,お客様番号の末尾が1022のお客様へ。,お客様番号の末尾が1022のお客様へ。9/16(土)21:08～9/17(日)13:34、昨日のハードウェア障害復旧時の不具合によりご利用いただけない状況となっておりました。大変申し訳ありません。現象の発見が遅れ、復旧までお待たせしてした事を重く受け止め、システムの改善を図り、再発の防止に努めさせていただきます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2006-09-24,お客様番号の末尾が1022のお客様へ,お客様番号の末尾が1022のお客様へ。9/24(日)21:46～22:11、ハードウェア障害によりご利用いただけない状況となっておりました。大変申し訳ありません。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2006-09-26,jigメーラーver1.0.8リリース,"jigメーラーをバージョンアップしました。最新バージョンは1.0.8です。 
修正点は以下の通りです。 
・設定＞アカウント設定で、GmailまたはYahoo!メールが入力された時、パスワード以外の項目を自動的に入力するように修正
・設定＞自動更新間隔設定が正常に動作しない不具合を修正（DoCoMoのみ）"
2006-09-27,サーバメンテナンスのお知らせ,お客様番号の末尾が1022のお客様へ。サーバメンテナンスのため、9/29(金)13:30～15:00、30分から45分程度jigブラウザがご利用いただけません。ご迷惑をおかけ致しますが、宜しくお願い申し上げます。
2006-09-27,jigチャンネルリニューアルのお知らせ,"jigチャンネルをリニューアルし、携帯電話から動画を投稿できる新規コンテンツ「動画投稿」を追加しました。動画投稿とは、テレビ電話の機能を利用して撮影した動画を専用のページで公開できるサービスです。サイトにアクセスする事で、公開されている動画を自由に閲覧することが出来ます。
また、公開されている動画へのコメントや評価をする事ができ、ただ閲覧するだけではなく参加して楽しむことが出来ます。詳細は、http://ch.jig.jp/をご覧下さい。
※対応機種は、DoCoMo 90Xi/70Xiシリーズ/Music Porter II/prosolid IIとなります。"
2006-09-27,ボーダフォン課金方法追加,"これまで月額課金のみであったボーダフォン3G端末に年間課金を追加致します。
年間課金に対応した事により、従来の月額課金と比べ安くご購入いただけるようになります。
また、今回の年間課金の対応を受け、ボーダフォンによる通話料合算払い以外の課金方法にも対応致します。
追加される決済方法は、クレジットカード(年間・月額)、Yahoo!ウォレット(年間・月額)、銀行・郵便振込(年間)、WebMoneyのPC決済（年間）になります。
※年間利用料金は6,000円(税込)となります。一括払いで365日ご利用いただけます。"
2006-09-28,クレジット決済サービス緊急メンテナンス,10/9(月)2:00～5:00、クレジット決済サービス緊急メンテナンスのため、弊社サイトでのクレジットカード決済がご利用いただけません。ご迷惑をおかけ致しますが、宜しくお願い申し上げます。
2006-09-28,サーバ側の修正,"サーバ側の変更を行いました。アプリのバージョンアップは不要です。 
修正点は以下になります。 
・TOOL＞RSS＞チャンネル選択で選択できるチャンネルを変更"
2006-09-29,サーバ障害復旧のお知らせ,お客様番号の末尾が1032のお客様へ。9/29(金)13:11～14:00、ハードウェア障害によりご利用いただけない状況となっておりました。大変申し訳ありません。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2006-09-29,サーバ障害のお知らせ,お客様番号の末尾が1032のお客様へ。サーバのハードウェア障害のためご利用いただけない状況となっております。ご迷惑をおかけ致しており大変申し訳ありません。現在、復旧作業を行っております。復旧が確認できましたら再度お知らせ致しますので、何卒よろしくお願い致します。
2006-09-29,jigブラウザver7.2.3リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.2.3となっております。 
DoCoMoの方はバージョンアップを、au、Vodafone、WILLCOMの方は再ダウンロードをお願いします。 
【DoCoMo 902i/901i/900iシリーズ/F702iD、au、Vodafone、WILLCOM W-ZERO3シリーズ】
・jigletを起動中のMENUにお気に入りとTOOLを追加
・お気に入りにjigletを指定できるように変更
・ショートカットのGoogle検索をウェブ検索に名称変更
・ショートカットのGoogleイメージ検索をイメージ検索に名称変更
・画像保存時、上下キーの移動が逆方向になるのを修正（DoCoMoのみ）

【DoCoMo 800i/702i/701i/700i/506i/505i/コンセプトモデル】
・TOOL/ショートカット設定のGoogle検索をウェブ検索に名称変更
・TOOL/ショートカット設定のgooブログ検索をYahoo!ブログ検索に変更
・TOOL/ショートカット設定のGoogleローカルを削除"
2006-10-01,Yahoo!ウォレット決済不具合について,現在、SoftBankの携帯電話からYahoo!ウォレットで正常に購入できない不具合が起きております。現在、原因を調査中であり、不具合の改善が確認できましたら再度お知らせ致します。
2006-10-01,jigブラウザの購入失敗について,9/30(土)23:30～10/1(日)1:00、弊社サーバの不具合により、PCオンライン決済及びソフトバンク(ボーダフォン)通話料合算払いによる購入が正常に行えない状態となっておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし、誠に申し訳ありませんでした。
2006-10-02,jigブラウザver7.2.4リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.2.4となっております。 
DoCoMoの方はバージョンアップを、auの方は再ダウンロードをお願いします。
【DoCoMo 902i/901i/900iシリーズ/F702iD、au】
・新タスクを開いた時、ホームが表示されることがある不具合を修正
・新タスクを開いた時、画像が表示されない不具合を修正
・jiglet起動中にMENUを選択し左キーを押すと、トップに戻ってしまう不具合を修正

【DoCoMo 800i/702i/701i/700i/506i/505i/コンセプトモデル】
・TOOL＞ウェブ検索の初期入力モードをかな方式に変更"
2006-10-02,Yahoo!ウォレット決済不具合復旧のお知らせ,Yahoo!側決済システムの不具合のため、SoftBankの携帯電話からYahoo!ウォレットで正常に購入できない不具合が起きておりました。10/1(日)5:00頃復旧し、現在は正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2006-10-05,jigブラウザver7.2.5リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.2.5となっております。
SoftBankの方は再ダウンロードをお願いします。  
・新タスクを開いた時、ホームが表示されることがある不具合を修正
・新タスクを開いた時、画像が表示されない不具合を修正
・jiglet起動中にMENUを選択し左キーを押すと、トップに戻ってしまう不具合を修正"
2006-10-06,jigletコンテスト開催,"「jiglet contest 2006 autumn」を開催致します。
「jiglet contest 2006 autumn」とは、一般開発者の方々にオリジナルjigletを製作していただくコンテストです。コンテストの開催期間は、10月1日～11月30日になります。コンテスト入賞者には、jigブラウザのライセンスをプレゼント致します。
jigletコンテストの詳細は、http://jiglet.jp/contest.htmlをご覧下さい。"
2006-10-06,サーバ障害復旧のお知らせ,お客様番号の末尾が1032のお客様へ。10/6(金)4:35～6:10、ハードウェア障害によりご利用いただけない状況となっておりました。大変申し訳ありません。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2006-10-06,サーバ障害のお知らせ,"お客様番号の末尾が1032のお客様へ。サーバのハードウェア障害のためご利用いただけない状況となっております。ご迷惑をおかけ致しており大変申し訳ありません。現在、復旧作業を行っております。復旧が確認できましたら再度お知らせ致しますので、何卒よろしくお願い致します。
"
2006-10-07,お客様番号の末尾が1015のお客様へ,お客様番号の末尾が1015のお客様へ。10/7(土)10:31～11:10、ハードウェア障害によりご利用いただけない状況となっておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2006-10-10,SoftBank PCサイトブラウザ搭載機種にjigブラウザが対応,"SoftBank PCサイトブラウザ搭載機種にjigブラウザが対応しました。811SH、810SHの大画面、VGA液晶に対応する事でパソコンサイトを広範囲で表示する事が可能になり、従来と比べ、より快適にサイトを閲覧できます。ただし、PCサイトブラウザ搭載機種では、ソフトバンク通話料合算払いがご利用になれませんので、該当機種へ機種変更する場合は、一旦退会された後、他のお支払い方法にて再登録していただく必要がございます。その際、ソフトバンク通話料合算払いでお支払い済みの利用期間を延長致しますので、弊社サポート窓口 jigbsupport@jig.jp までご連絡下さい。
jigブラウザは、「Yahoo!ケータイ」→「メニューリスト」→「検索・一般サイト」→「ゲームチャンネル」→「jigブラウザ」または、http://br.jig.jp/よりダウンロードいただけます。
※今回追加される対応機種は、910T、811SH、810SHとなります。
※対応機種のページに705Pが掲載されておりますが、現在ダウンロードできない状態です。ご迷惑をお掛けしておりまして申し訳ございません。対応しましたら、お知らせで告知致します。"
2006-10-10,jigブラウザver7.2.6リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.2.6となっております。
【WILLCOM W-ZERO3シリーズ】 
・新タスクを開いた時、ホームが表示されることがある不具合を修正
・新タスクを開いた時、画像が表示されない不具合を修正
・jiglet起動中にMENUを選択し左キーを押すと、トップに戻ってしまう不具合を修正"
2006-10-11,お客様番号の末尾が1015のお客様へ,お客様番号の末尾が1015のお客様へ。10/11(水)4:03～4:55、ハードウェア障害によりご利用いただけない状況となっておりました。サーバ移行を行い、現在は正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2006-10-12,SoftBank 705Pご利用のお客様へ,SoftBank 705Pご利用のお客様へ。対応機種のページに掲載されておりますSoftBank 705Pでのダウンロードができない状態となっておりました。現在は復旧し正常にダウンロードができるようになっております。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2006-10-12,サーバ側の修正,"サーバ側の変更を行いました。アプリのバージョンアップは不要です。
修正点は以下になります。
・正常なものとは別の画像が表示され、レイアウトが崩れてしまう不具合を修正"
2006-10-12,jigアドレス変更,"jigアドレスの変更を行いました。変更点は以下になります。
・アドレスデータのインポート機能を追加（PCからログインした時のみ）
・メールの全件削除機能を追加
・ログイン方法をメールアドレスとパスワードによるログインに変更
・jigアドレスjigletの提供開始
※jigアドレスjigletのダウンロードは、jigアドレスサービスに登録し、ログイン後のjiglet項目から行えます。"
2006-10-13,サーバメンテナンスのお知らせ,お客様番号の末尾が1032のお客様へ。サーバメンテナンスのため、10/16(月)11:00～12:00、15分から1時間程度jigブラウザがご利用いただけません。ご迷惑をおかけ致しますが、宜しくお願い申し上げます。
2006-10-17,jigベンチマークver2.0.0不具合によるお詫び,10/17(火)17:55～19:15、jigベンチマークのランキングが表示できず、ランキングを選択すると無料デモの案内表示がされる不具合が発生しておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし、誠に申し訳ありませんでした。
2006-10-17,jigベンチマークver2.0.0リリース,"jigベンチマークをバージョンアップしました。最新バージョンは2.0.0です。
修正点は以下の通りです。
・ランキング、計測履歴機能を追加
※ランキング機能より、計測結果を他キャリアと比較することができます。
・計測結果をサーバに送信できるように変更
・計測中にjigブラウザのロゴを表示するように変更"
2006-10-17,サーバ側の修正,"サーバ側の変更を行いました。アプリのバージョンアップは不要です。 
修正点は以下になります。 
・一部の画像が表示できない不具合を修正
・一部のサイトでレイアウトが崩れてしまう不具合を修正"
2006-10-19,jigブラウザ TOOLver1.0.2リリース,"jigブラウザ TOOLをバージョンアップしました。最新バージョンは1.0.2です。
修正点は以下の通りです。
・jigletの機能を追加"
2006-10-19,jigブラウザver7.2.7リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.2.7となっております。
DoCoMoの方はバージョンアップを、au、SoftBank、WILLCOMの方は再ダウンロードをお願いします。
【DoCoMo 902i/901i/900iシリーズ/F702iD、au、SoftBank、WILLCOM W-ZERO3シリーズ】
・jigletの機能を追加
・jigletが音声再生に対応(SoftBank/WILLCOMのみ）
・料金プラン名の定額プランをデュアルパケット定額に変更（SoftBankのみ）
・URL編集が正常に動作しない不具合を修正（au/SoftBank/WILLCOMのみ）"
2006-10-20,Edy決済サービス緊急メンテナンスのお知らせ,10/23(月)4:00～5:00、Edyサーバ臨時メンテナンスのため、Edy決済がご利用いただけません。ご迷惑をおかけ致しますが、宜しくお願い申し上げます。
2006-10-20,サーバ障害復旧のお知らせ,お客様番号の末尾が2037のお客様へ。10/20(金)14:21～15:10、ハードウェア障害によりご利用いただけない状況となっておりました。大変申し訳ありません。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2006-10-20,サーバ障害のお知らせ,お客様番号の末尾が2037のお客様へ。サーバのハードウェア障害のためご利用いただけない状況となっております。ご迷惑をおかけ致しており大変申し訳ありません。現在、復旧作業を行っております。復旧が確認できましたら再度お知らせ致しますので、何卒よろしくお願い致します。
2006-10-20,サーバ障害復旧のお知らせ,お客様番号の末尾が2037のお客様へ。10/20(金)0:53～1:25、ハードウェア障害によりご利用いただけない状況となっておりました。大変申し訳ありません。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2006-10-20,サーバ障害のお知らせ,お客様番号の末尾が2037のお客様へ。サーバのハードウェア障害のためご利用いただけない状況となっております。ご迷惑をおかけ致しており大変申し訳ありません。現在、復旧作業を行っております。復旧が確認できましたら再度お知らせ致しますので、何卒よろしくお願い致します。 
2006-10-23,RSSver1.0.8リリース,"RSSをバージョンアップしました。最新バージョンは1.0.8です。
修正点は以下の通りです。
・選択した記事と違うサイトが表示される不具合を修正
・一部のRSS記事を正常に表示できない不具合を修正"
2006-10-24,jigブラウザ ダウンロード不具合のお知らせ,10/24(火)15:15～17:25、アプリの不具合により、DoCoMo SH903iでjigブラウザがダウンロードできない状態となっておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけして大変申し訳ありませんでした。
2006-10-24,jigブラウザ TOOLver1.0.3リリース,"jigブラウザ TOOLをバージョンアップしました。最新バージョンは1.0.3です。
修正点は以下の通りです。
・一部のjigletが正常に動作しない不具合を修正"
2006-10-24,jigブラウザver7.2.8リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.2.8となっております。
DoCoMoの方はバージョンアップを、au、SoftBankの方は再ダウンロードをお願いします。
【DoCoMo 902i/901i/900iシリーズ/F702iD、au、SoftBank】
・jigletが正常に動作しない不具合を修正
・画面回転/横向き表示で表示が崩れてしまう不具合を修正(au/SoftBankのみ）"
2006-10-24,携帯電話番号ポータビリティに関して,"携帯電話番号ポータビリティをご利用される方は、機種変更される前に必ず対応機種をご確認ください。
機種変更後の携帯電話が対応機種の場合、弊社で引き継ぎ処理をすることで、機種変更後もご利用いただけます。また、非対応機種の場合、機種変更する前に必ずご解約ください。
※ソフトバンク通話料合算払いをご利用の場合、また、ご利用になる場合、課金情報を引き継ぐことはできません。"
2006-10-24,サーバ不具合のお知らせ,10/23(月)20:19～10/24(火)9:09、jigブラウザを新規ダウンロードした場合、サーバの不具合により、初期設定に失敗しアプリが起動できない状態になっておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけして大変申し訳ありませんでした。
2006-10-25,jigブラウザver7.2.9リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.2.9となっております。
DoCoMoの方はバージョンアップをお願いします。
・GPSを利用し、現在地確認ができる機能を追加（903iシリーズのみ）"
2006-10-26,サーバ側の修正,"サーバ側の変更を行いました。アプリのバージョンアップは不要です。
修正点は以下になります。
・RSSjigletから日経BP/デジタルARENAへアクセスすると正常に表示されない不具合を修正"
2006-10-27,メールサーバ停止のお知らせ,10/27(金)4:00頃～9:00頃、弊社メールサーバが停止しており、弊社宛のメールが送信できない状態になっておりました。現在は復旧し正常にご利用いただけます。その間、弊社宛にメールを送られた方は、お手数ですが、再度送信をお願い致します。この度はご迷惑をおかけして大変申し訳ありませんでした。
2006-11-01,Edy決済不具合のお知らせ,10/31(火)14:00頃～11/1(水)9:30頃、弊社Edy決済システムに不具合が発生しており、Edy決済が行えない状態となっておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけして大変申し訳ありませんでした。
2006-11-02,クレジット決済サービス障害のお知らせ,11/01(水)13:40～11/02(木)21:35、弊社サーバ不具合によりPCでのクレジットカード決済が行えない状態となっておりました。現在は復旧し正常にご利用いただけます。その間にPCでクレジットカード決済を行った方は、お手数ですが再度購入のお手続きをお願いします。この度はご迷惑をおかけして大変申し訳ありませんでした。
2006-11-06,Edy決済サービス定期メンテナンスのお知らせ,11/15(水)2:00～7:00、Edyサーバ定期メンテナンスのため、Edy決済がご利用いただけません。ご迷惑をおかけ致しますが、宜しくお願い申し上げます。
2006-11-09,公式jiglet追加のお知らせ,"公式jigletにサイト内検索・URLバーコード読込・バーコード商品検索を追加しました。
サイト内検索とは、閲覧しているサイト内のGoogle検索をするjigletです。URLバーコード読込とは、バーコードを読込み、サイトにアクセスするjigletです。（DoCoMoバーコード読込対応機種のみ）バーコード商品検索とは、商品バーコードを読み、Amazonで商品を検索するjigletです。（DoCoMoバーコード読込対応機種のみ、D900i/D505iS/N505iSは除く) 
サイト内検索jigletの詳細及びダウンロードは、こちらをご覧下さい。
URLバーコード読込jigletの詳細及びダウンロードは、こちらをご覧下さい。
バーコード商品検索jigletの詳細及びダウンロードは、こちらをご覧下さい。"
2006-11-09,jigブラウザ TOOLver1.0.4リリース,"jigブラウザ TOOLをバージョンアップしました。最新バージョンは1.0.4です。
修正点は以下の通りです。
・jiglet動作を高速化
・一部のjigletが正常に動作しない不具合を修正"
2006-11-09,jigブラウザver7.3.0リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.3.0となっております。
DoCoMoの方はバージョンアップを、au、SoftBank、WILLCOMの方は再ダウンロードをお願いします。
【DoCoMo 902i/901i/900iシリーズ/F702iD、au、SoftBank、WILLCOM W-ZERO3シリーズ】
・jiglet動作を高速化
・MENU＞設定＞その他設定＞セキュリティ設定を追加
・jigletの一括バージョンアップの時、起動してるjigletを自動終了できるように変更
・ショートカットに設定したjigletがTOOL内にない場合、自動的にダウンロードするように変更
・90度回転/横向き表示の時、正常に表示されない不具合を修正
※90度回転は、DoCoMo/SoftBank/WILLCOMのみ、横向き表示は、SoftBankのみの機能になります。

【DoCoMo 800i/702i/701i/700i/506i/505i/コンセプトモデル】
・操作＞ページ情報に「このURLをjigletに渡す」を追加
・MENU＞設定＞文字サイズ設定が大の時、設定メニューが正常に表示されない不具合を修正

◇サーバ側
・画像が、画面の外にはみ出す不具合を修正"
2006-11-10,サーバ側の修正（jigブラウザver7.3.0不具合のお知らせ）,"サーバ側の変更を行いました。アプリのバージョンアップは不要です。 
修正点は以下になります。 
・SoftBank端末から送られたPOSTパラメータの**を改行に変換
※現在、**と入力することで改行の入力が可能となっております。

SoftBankをご利用のお客様へ。現在、アプリの不具合により、jigブラウザver7.3.0で以下の不具合が発生しております。
・テキストボックスに文章を入力する時、改行ができない不具合
・テキストボックスに改行された文字列がある時、入力画面に移行しない不具合
・文章コピーができない不具合
ご迷惑をおかけ致しており大変申し訳ありません。修正は来週になりますので、しばらくお待ちいただけますようお願い致します。"
2006-11-13,jigブラウザver7.3.0不具合のお知らせ,SoftBank 804SS/705SC/706SCをご利用のお客様へ。現在、アプリの不具合により、jigブラウザver7.3.0が、ダウンロードできない状態となっております。 ご迷惑をおかけ致しており大変申し訳ありません。今週のバージョンアップ時に修正予定となっておりますので、しばらくお待ちいただけますようお願い致します。
2006-11-14,DoCoMo新機種にjigブラウザが対応,"DoCoMo新機種にjigブラウザが対応しました。D903iの大画面、N903iのVGA液晶(480x480)に対応する事でパソコンサイトを広範囲で表示することが可能になり、従来と比べ、より快適にサイトを閲覧していただけます。
jigブラウザは、http://br.jig.jp/よりダウンロードいただけます。 
※今回追加される対応機種は、DoCoMo N903i/D903i/F903iとなります。"
2006-11-14,jigブラウザver7.3.0不具合のお知らせ,現在、アプリの不具合により、DoCoMo MUSIC PORTER X/prosolid IIで、jigブラウザver7.3.0を新規ダウンロードすると起動できない不具合が発生しております。ご迷惑をお掛け致しており大変申し訳ありません。今週中に修正致しますので、しばらくお待ちいただけますようお願いします。
2006-11-15,サーバ側の修正,"サーバ側の変更を行いました。アプリのバージョンアップは不要です。
修正点は以下になります。
・SoftBank端末から送られたPOSTパラメータの**を改行に変換する設定を解除"
2006-11-15,jigポッドキャストリリース,"jigポッドキャストとは、ポッドキャストで提供されている音楽やラジオなどの番組を携帯電話で聴けるサービスです。jigポッドキャストは、こちらからダウンロード頂けます。 jigブラウザでお好みのポッドキャストを見つけた場合、jigブラウザのRSS登録画面から簡単にチャンネル追加ができます。
詳細は、http://podcast.jig.jp/をご覧下さい。
※対応機種は、DoCoMo 90Xi/800i/70Xi/MUSIC PORTER X/Music Porter II/prosolid II、SoftBank 910/905/904/903/902/811/810/804/803/802/706/705/703（804NK、802SE、804SS、東芝製端末は除く）となります。"
2006-11-15,jigブラウザver7.3.1リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.3.1となっております。
DoCoMoの方はバージョンアップを、au、SoftBankの方は再ダウンロードをお願いします。
【DoCoMo 902i/901i/900iシリーズ/F702iD、au、SoftBank】
・F903iの大画面表示に対応
・スイングスタイルに対応（DoCoMo F903iのみ）
・一部端末でjigletが正常に動作しない不具合を修正
・SDキャッシュ設定が正常に動作しない不具合を修正（DoCoMo 903i/902iS/P902iのみ）
・SoftBank 804SS/706SC/705SCでダウンロードができない不具合を修正
・文章コピーができない不具合を修正（SoftBankのみ）
・改行を含む文章を編集できない不具合を修正（SoftBankのみ）
・テキストボックスに文章を入力する時、改行ができない不具合を修正（SoftBankのみ）
・SoftBank 705Pで文字を入力後、ソフトキーラベルの表示が正常に表示されない不具合を修正（SoftBankのみ）

【DoCoMo 800i/702i/701i/700i/506i/505i/コンセプトモデル】
・設定＞料金プラン設定でパケホーダイを選択時、ページ表示後に料金が表示される不具合を修正
・DoCoMo MUSIC PORTER X/prosolid IIで、新規ダウンロードすると起動できない不具合を修正"
2006-11-16,DoCoMo N903i不具合のお知らせ,"DoCoMo N903iにおいて画面点滅の不具合が発生しているお客様は、次の方法をお試し下さい。
・端末の再起動
・きせかえツールの変更
※端末のmenu＞各種設定＞きせかえツール設定より変更いただけます。
また、上記方法で不具合が改善されない場合もございますので、引き続き原因を調査致します。不具合の改善方法が確認できましたら再度お知らせ致します。"
2006-11-16,DoCoMo N903i不具合のお知らせ,現在、DoCoMo N903iで画面が点滅する不具合が発生しております。現在、原因を調査中であり、不具合の改善が確認できましたら再度お知らせ致します。
2006-11-16,jigポッドキャスト プログラム追加の遅延について,現在、jigポッドキャストのチャンネルの登録が混み合っているため、プログラムの追加にお時間がかかっております。ご迷惑をおかけしておりまして申し訳ございません。しばらくお待ちいただけますようお願い致します。
2006-11-17,jigポッドキャストver1.0.1リリース,"jigポッドキャストをバージョンアップしました。最新バージョンは1.0.1です。
修正点は以下の通りです。
・プログラム再生の終了時、次のプログラムを自動的に再生しない不具合を修正
・プログラムが0件のチャンネルを削除できない不具合を修正"
2006-11-21,お知らせ,お客様番号の末尾が2071のお客様へ。22:15ごろからサーバのハードウェア障害のためご利用いただけない状況となっております。ご迷惑をおかけ致しており大変申し訳ありません。現在、復旧作業を行っております。復旧が確認できましたら再度お知らせ致しますので、何卒よろしくお願い致します。
2006-11-21,サーバメンテナンスのお知らせ,"jigベンチマークご利用中のお客様へ。サーバメンテナンスのため、11/24(金)10:00～12:00、15分から1時間程度jigベンチマークがご利用いただけません。ご迷惑をお掛け致しますが、宜しくお願い申し上げます。
※jigブラウザFREE、jigメッセンジャーのサーバメンテナンスに関しましては、各サイトをご覧下さい。"
2006-11-21,RSSver1.0.9リリース,"RSSをバージョンアップしました。最新バージョンは1.0.9です。
修正点は以下の通りです。 
・チャンネル一覧の操作＞チャンネル選択を選ぶとエラーが発生する不具合を修正"
2006-11-22,サーバ障害復旧のお知らせ,お客様番号の末尾が2071のお客様へ。11/21(火)22:15～24:00の間、ハードウェア障害によりご利用いただけない状況となっておりました。大変申し訳ありません。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2006-11-24,サーバ側の修正,"サーバ側の変更を行いました。アプリのバージョンアップは不要です。
修正点は以下になります。
・DoCoMo mova端末でjigブラウザTOOLがダウンロードできない不具合を修正"
2006-11-24,jigブラウザver7.3.2リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.3.2となっております。
DoCoMoの方はバージョンアップをお願いします。
・DoCoMo N903iで画面が点滅する不具合を修正"
2006-11-27,サーバメンテナンスのお知らせ,お客様番号の末尾が1019、1033～1035、1037のお客様へ。サーバメンテナンスのため、11/29(水)10:00～12:00、30分から1時間程度jigブラウザがご利用いただけません。ご迷惑をおかけ致しますが、宜しくお願い申し上げます。
2006-11-28,ダウンロード不具合復旧,11/28(火)11:00～17:10頃、SoftBank端末でjigブラウザ及びjigブラウザ旧バージョンがダウンロードできない不具合が発生しておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけして大変申し訳ありませんでした。
2006-11-28,ダウンロード不具合の回避方法,SoftBank端末で発生しているダウンロード不具合に関しまして、端末の時計を変更することで回避可能となっております。携帯端末の時計の時間を11/27(月)以前に設定し、jigブラウザ及びjigブラウザ旧バージョンのダウンロードをお試し下さい。ダウンロード後は、時計を元の時間に戻していただいてかまいません。ご迷惑をおかけ致しており大変申し訳ありません。修正まで、しばらくお待ちいただけますようお願い致します。
2006-11-28,jigブラウザ ダウンロード不具合,現在、SoftBank端末でjigブラウザ及びjigブラウザ旧バージョンがダウンロードできない不具合が発生しております。ご迷惑をおかけ致しており大変申し訳ありません。現在、復旧作業を行っております。復旧が確認できましたら再度お知らせ致しますので、何卒よろしくお願い致します。
2006-11-28,jigアドレス サーバ停止のお知らせ,11/28(火)0:50～11:10、サーバが停止しており、jigアドレスのサイトが閲覧できない状態となっておりました。メールの送受信への影響はございませんでした。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけして大変申し訳ありませんでした。
2006-11-29,待受jiglet for Yahoo! JAPANver1.0.1リリース,"待受jiglet for Yahoo! JAPANをバージョンアップしました。最新バージョンは1.0.1です。
修正点は以下の通りです。 
・画面下部に表示されるRSSを新しい順から表示するように変更"
2006-11-29,ダウンロード不具合,現在、SoftBank 911SHでjigブラウザがダウンロードできない不具合が発生しております。ご迷惑をおかけ致しており大変申し訳ありません。現在、復旧作業を行っております。復旧が確認できましたら再度お知らせ致しますので、何卒よろしくお願い致します。
2006-11-30,jigブラウザ TOOLver1.0.5リリース,"jigブラウザ TOOLをバージョンアップしました。最新バージョンは1.0.5です。
修正点は以下の通りです。
・jigletの機能を追加"
